id;Versao;REG;Ordem;Campo;CampoUnico;Descricao;Tipo;Tamanho;Decimal;Relevante
885;4.00;J200;3;DESC_FAT;J200_DESC_FAT;Descrição do fato contábil.;C;-;-;FALSE
886;4.00;J210;1;REG;J210_REG;Texto fixo contendo J210.;C;4;-;TRUE
887;4.00;J210;2;IND_TIP;J210_IND_TIP;"Indicador do tipo de demonstração: 0 – DLPA; 1 – DMPL.";N;1;-;TRUE
888;4.00;J210;3;COD_AGL;J210_COD_AGL;Código de aglutinação das contas do patrimônio líquido, atribuído pela pessoa jurídica.;C;-;-;TRUE
889;4.00;J210;4;DESCR_COD_AGL;J210_DESCR_COD_AGL;Descrição do código de aglutinação.;C;-;-;TRUE
890;4.00;J210;5;VL_CTA;J210_VL_CTA;Saldo final do código de aglutinação no período informado.;N;19;2;TRUE
891;4.00;J210;6;IND_DC_CTA;J210_IND_DC_CTA;"Indicador da situação do saldo final: D – Devedor; C – Credor.";C;1;-;TRUE
892;4.00;J210;7;VL_CTA_INI;J210_VL_CTA_INI;Saldo inicial do código de aglutinação no período informado.;N;19;2;TRUE
893;4.00;J210;8;IND_DC_CTA_INI;J210_IND_DC_CTA_INI;"Indicador da situação do saldo inicial: D – Devedor; C – Credor.";C;1;-;TRUE
894;4.00;J215;1;REG;J215_REG;Texto fixo contendo J215.;C;4;-;TRUE
895;4.00;J215;2;COD_HIST_FAT;J215_COD_HIST_FAT;Código do histórico do fato contábil.;C;-;-;TRUE
896;4.00;J215;3;VL_FAT_CONT;J215_VL_FAT_CONT;Valor do fato contábil.;N;19;2;TRUE
897;4.00;J215;4;IND_DC_FAT;J215_IND_DC_FAT;"Indicador da situação do saldo: D – Devedor; C – Credor; P – Total Pos.; N – Total Neg.";C;1;-;TRUE
898;4.00;J900;1;REG;J900_REG;Texto fixo contendo J900.;C;4;-;TRUE
899;4.00;J900;2;DNRC_ENCER;J900_DNRC_ENCER;Texto fixo contendo TERMO DE ENCERRAMENTO.;C;21;-;TRUE
900;4.00;J900;3;NUM_ORD;J900_NUM_ORD;Número de ordem do instrumento de escrituração.;N;-;-;TRUE
901;4.00;J900;4;NAT_LIVRO;J900_NAT_LIVRO;"Natureza do livro; finalidade a que se destinou.";C;80;-;TRUE
902;4.00;J900;5;NOME;J900_NOME;Nome empresarial.;C;-;-;TRUE
903;4.00;J900;6;QTD_LIN;J900_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
904;4.00;J900;7;DT_INI_ESCR;J900_DT_INI_ESCR;Data de início da escrituração.;N;8;-;TRUE
905;4.00;J900;8;DT_FIN_ESCR;J900_DT_FIN_ESCR;Data de término da escrituração.;N;8;-;TRUE
906;4.00;J930;1;REG;J930_REG;Texto fixo contendo J930.;C;4;-;TRUE
907;4.00;J930;2;IDENT_NOM;J930_IDENT_NOM;Nome do signatário.;C;-;-;TRUE
908;4.00;J930;3;IDENT_CPF_CNPJ;J930_IDENT_CPF_CNPJ;CPF ou CNPJ do signatário.;N;14;-;TRUE
909;4.00;J930;4;IDENT_QUALIF;J930_IDENT_QUALIF;Qualificação do assinante.;C;-;-;TRUE
910;4.00;J930;5;COD_ASSIN;J930_COD_ASSIN;Código de qualificação do assinante, conforme tabela.;C;3;-;TRUE
911;4.00;J930;6;IND_CRC;J930_IND_CRC;Número de inscrição do contabilista no Conselho Regional de Contabilidade.;C;-;-;TRUE
912;4.00;J930;7;EMAIL;J930_EMAIL;E-mail do signatário.;C;60;-;TRUE
913;4.00;J930;8;FONE;J930_FONE;Telefone do signatário.;C;-;-;TRUE
914;4.00;J930;9;UF_CRC;J930_UF_CRC;UF da inscrição do CRC.;C;2;-;TRUE
915;4.00;J930;10;NUM_SEQ_CRC;J930_NUM_SEQ_CRC;Número sequencial: UF/ano/número.;C;-;-;TRUE
916;4.00;J930;11;DT_CRC;J930_DT_CRC;Data de validade do CRC.;N;8;-;TRUE
917;4.00;J935;1;REG;J935_REG;Texto fixo contendo J935.;C;4;-;TRUE
918;4.00;J935;2;NOME_AUDITOR;J935_NOME_AUDITOR;Nome do auditor independente.;C;-;-;TRUE
919;4.00;J935;3;COD_CVM_AUDITOR;J935_COD_CVM_AUDITOR;Registro do auditor independente na CVM.;C;-;-;TRUE
920;4.00;J990;1;REG;J990_REG;Texto fixo contendo J990;C;4;-;TRUE
921;4.00;J990;2;QTD_LIN_J;J990_QTD_LIN_J;Quantidade total de linhas do Bloco J;N;-;-;TRUE
922;4.00;9001;1;REG;9001_REG;Texto fixo contendo 9001.;C;4;-;TRUE
923;4.00;9001;2;IND_DAD;9001_IND_DAD;"Indicador de movimento: 0 – com dados; 1 – sem dados";N;1;-;TRUE
924;4.00;9900;1;REG;9900_REG;Texto fixo contendo 9900.;C;4;-;TRUE
925;4.00;9900;2;REG_BLC;9900_REG_BLC;Registro que será totalizado no próximo campo;C;4;-;TRUE
926;4.00;9900;3;QTD_REG_BLC;9900_QTD_REG_BLC;Total de registros do tipo informado no campo anterior;N;-;-;TRUE
927;4.00;9990;1;REG;9990_REG;Texto fixo contendo 9990.;C;4;-;TRUE
928;4.00;9990;2;QTD_LIN_9;9990_QTD_LIN_9;Quantidade total de linhas do Bloco 9.;N;-;-;TRUE
929;4.00;9999;1;REG;9999_REG;Texto fixo contendo 9999.;C;4;-;TRUE
930;4.00;9999;2;QTD_LIN;9999_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
931;5.00;0000;1;REG;0000_REG;Texto fixo contendo 0000.;C;4;-;TRUE
932;5.00;0000;2;LECD;0000_LECD;Texto fixo contendo LECD.;C;4;-;TRUE
933;5.00;0000;3;DT_INI;0000_DT_INI;Data inicial das informações contidas no arquivo.;N;8;-;TRUE
934;5.00;0000;4;DT_FIN;0000_DT_FIN;Data final das informações contidas no arquivo.;N;8;-;TRUE
935;5.00;0000;5;NOME;0000_NOME;Nome empresarial da pessoa jurídica.;C;-;-;TRUE
936;5.00;0000;6;CNPJ;0000_CNPJ;Número de inscrição da pessoa jurídica no CNPJ.;N;14;-;TRUE
937;5.00;0000;7;UF;0000_UF;Sigla da unidade da federação da pessoa jurídica.;C;2;-;TRUE
938;5.00;0000;8;IE;0000_IE;Inscrição Estadual da pessoa jurídica.;C;-;-;TRUE
939;5.00;0000;9;COD_MUN;0000_COD_MUN;Código do município do domicílio fiscal da pessoa jurídica, conforme tabela do IBGE – Instituto Brasileiro de Geografia e Estatística.;N;7;-;TRUE
940;5.00;0000;10;IM;0000_IM;Inscrição Municipal da pessoa jurídica.;C;-;-;TRUE
941;5.00;0000;11;IND_SIT_ESP;0000_IND_SIT_ESP;Indicador de situação especial (conforme tabela publicada pelo Sped).;N;1;-;TRUE
942;5.00;0000;12;IND_SIT_INI_PER;0000_IND_SIT_INI_PER;Indicador de situação no início do período (conforme tabela publicada pelo Sped).;N;1;-;TRUE
943;5.00;0000;13;IND_NIRE;0000_IND_NIRE;"Indicador de existência de NIRE:
0 – Empresa não possui registro na Junta Comercial (não possui NIRE)
1 – Empresa possui registro na Junta Comercial (possui NIRE)";N;1;-;TRUE
944;5.00;0000;14;IND_FIN_ESC;0000_IND_FIN_ESC;"Indicador de finalidade da escrituração:
0 - Original
1 - Substituta";N;1;-;TRUE
945;5.00;0000;15;COD_HASH_SUB;0000_COD_HASH_SUB;Hash da escrituração substituída.;C;40;-;TRUE
946;5.00;0000;16;IND_GRANDE_PORTE;0000_IND_GRANDE_PORTE;"Indicador de entidade sujeita a auditoria independente:
0 – Empresa não é entidade sujeita a auditoria independente.
1 – Empresa é entidade sujeita a auditoria independente – Ativo Total superior a R$ 240.000.000,00 ou Receita Bruta Anual superior R$300.000.000,00.";N;1;-;TRUE
947;5.00;0000;17;TIP_ECD;0000_TIP_ECD;"Indicador do tipo de ECD:
0 – ECD de empresa não participante de SCP como sócio ostensivo.
1 – ECD de empresa participante de SCP como sócio ostensivo.
2 – ECD da SCP.";N;1;-;TRUE
948;5.00;0000;18;COD_SCP;0000_COD_SCP;CNPJ da SCP;N;14;-;TRUE
949;5.00;0000;19;IDENT_MF;0000_IDENT_MF;Identificação de moeda funcional: Indica que a escrituração abrange valores com base na moeda funcional;C;1;-;TRUE
950;5.00;0000;20;IND_ESC_CONS;0000_IND_ESC_CONS;"Escriturações Contábeis Consolidadas: S - Sim; N - Não";C;1;-;TRUE
951;5.00;0001;1;REG;0001_REG;Texto fixo contendo 0001.;C;4;-;TRUE
952;5.00;0001;2;IND_DAD;0001_IND_DAD;"Indicador de movimento: 0 - Bloco com dados informados; 1 - Sem dados";N;1;-;TRUE
953;5.00;0007;1;REG;0007_REG;Texto fixo contendo 0007.;C;4;-;TRUE
954;5.00;0007;2;COD_ENT_REF;0007_COD_ENT_REF;Código da instituição responsável pela administração do cadastro (tabela publicada pelo Sped);C;-;-;TRUE
955;5.00;0007;3;COD_INSCR;0007_COD_INSCR;Código cadastral da pessoa jurídica na instituição identificada no campo 02;C;-;-;TRUE
956;5.00;0020;1;REG;0020_REG;Texto fixo contendo 0020.;C;4;-;TRUE
957;5.00;0020;2;IND_DEC;0020_IND_DEC;Indicador de descentralização (0 - matriz, 1 - filial);N;1;-;TRUE
958;5.00;0020;3;CNPJ;0020_CNPJ;CNPJ da unidade informada;N;14;-;TRUE
959;5.00;0020;4;UF;0020_UF;Sigla da UF;C;2;-;TRUE
960;5.00;0020;5;IE;0020_IE;Inscrição Estadual;C;-;-;TRUE
961;5.00;0020;6;COD_MUN;0020_COD_MUN;Código do município (IBGE);N;7;-;TRUE
962;5.00;0020;7;IM;0020_IM;Inscrição Municipal;C;-;-;TRUE
963;5.00;0020;8;NIRE;0020_NIRE;Número de identificação na Junta Comercial;N;11;-;TRUE
964;5.00;0035;1;REG;0035_REG;Texto fixo contendo 0035.;C;4;-;TRUE
965;5.00;0035;2;COD_SCP;0035_COD_SCP;CNPJ da SCP;C;14;-;TRUE
966;5.00;0035;3;NOME_SCP;0035_NOME_SCP;Nome da SCP;C;-;-;TRUE
967;5.00;0150;1;REG;0150_REG;Texto fixo contendo 0150.;C;4;-;TRUE
968;5.00;0150;2;COD_PART;0150_COD_PART;Código do participante;C;-;-;TRUE
969;5.00;0150;3;NOME;0150_NOME;Nome do participante;C;-;-;TRUE
970;5.00;0150;4;COD_PAIS;0150_COD_PAIS;Código do país (BACEN);N;5;-;TRUE
971;5.00;0150;5;CNPJ;0150_CNPJ;CNPJ do participante;N;14;-;TRUE
972;5.00;0150;6;CPF;0150_CPF;CPF do participante;N;11;-;TRUE
973;5.00;0150;7;NIT;0150_NIT;Número de Identificação do Trabalhador;N;-;-;TRUE
974;5.00;0150;8;UF;0150_UF;UF do participante;C;2;-;TRUE
975;5.00;0150;9;IE;0150_IE;Inscrição Estadual;C;-;-;TRUE
976;5.00;0150;10;IE_ST;0150_IE_ST;IE na UF do destinatário (substituto tributário);C;-;-;TRUE
977;5.00;0150;11;COD_MUN;0150_COD_MUN;Código do município;N;7;-;TRUE
978;5.00;0150;12;IM;0150_IM;Inscrição Municipal;C;-;-;TRUE
979;5.00;0150;13;SUFRAMA;0150_SUFRAMA;Número de inscrição na SUFRAMA;C;-;-;TRUE
980;5.00;0180;1;REG;0180_REG;Texto fixo contendo 0180.;C;4;-;TRUE
981;5.00;0180;2;COD_REL;0180_COD_REL;Código do relacionamento (conforme tabela do Sped);N;2;-;TRUE
982;5.00;0180;3;DT_INI_REL;0180_DT_INI_REL;Data de início do relacionamento;N;8;-;TRUE
983;5.00;0180;4;DT_FIN_REL;0180_DT_FIN_REL;Data de fim do relacionamento (se houver);N;8;-;TRUE
984;5.00;0990;1;REG;0990_REG;Texto fixo contendo 0990.;C;4;-;TRUE
985;5.00;0990;2;QTD_LIN_0;0990_QTD_LIN_0;Quantidade total de linhas do Bloco 0;N;-;-;TRUE
986;5.00;I001;1;REG;I001_REG;Texto fixo contendo I001.;C;4;-;TRUE
987;5.00;I001;2;IND_DAD;I001_IND_DAD;Indicador de movimento:;N;1;-;TRUE
988;5.00;I010;1;REG;I010_REG;Texto fixo contendo I010.;C;4;-;TRUE
989;5.00;I010;2;IND_ESC;I010_IND_ESC;Indicador da forma de escrituração contábil:G - Livro Diário (Completo sem escrituração auxiliar).R - Livro Diário com Escrituração Resumida (com escrituração auxiliar).A - Livro Diário Auxiliar ao Diário com Escrituração Resumida.B - Livro Balancetes Diários e Balanços.Z - Razão Auxiliar (Livro Contábil Auxiliar conforme leiaute definido nos registros I500 a I555).;C;1;-;TRUE
990;5.00;I010;3;COD_VER_LC;I010_COD_VER_LC;Código da versão do leiaute contábil.;C;-;-;TRUE
991;5.00;I012;1;REG;I012_REG;Texto fixo contendo I012.;C;4;-;TRUE
992;5.00;I012;2;NUM_ORD;I012_NUM_ORD;Número de ordem do instrumento associado.;N;-;-;TRUE
993;5.00;I012;3;NAT_LIVR;I012_NAT_LIVR;"Natureza do livro associado; finalidade a que se destina o instrumento.";C;80;-;TRUE
994;5.00;I012;4;TIPO;I012_TIPO;Tipo de escrituração do livro associado: 0 – digital (incluído no Sped), 1 – outros.;N;1;-;TRUE
995;5.00;I012;5;COD_HASH_AUX;I012_COD_HASH_AUX;Código Hash do arquivo correspondente ao livro auxiliar utilizado na assinatura digital.;C;40;-;TRUE
996;5.00;I015;1;REG;I015_REG;Texto fixo contendo I015.;C;4;-;TRUE
997;5.00;I015;2;COD_CTA_RES;I015_COD_CTA_RES;Código da(s) conta(s) analítica(s) do Livro Diário com Escrituração Resumida (R) que recebe os lançamentos globais.;C;-;-;TRUE
998;5.00;I020;1;REG;I020_REG;Texto fixo contendo I020.;C;4;-;TRUE
999;5.00;I020;2;REG_COD;I020_REG_COD;Código do registro que recepciona o campo adicional.;C;4;-;TRUE
1000;5.00;I020;3;NUM_AD;I020_NUM_AD;Número sequencial do campo adicional.;N;-;-;TRUE
1001;5.00;I020;4;CAMPO;I020_CAMPO;Nome do campo adicional.;C;-;-;TRUE
1002;5.00;I020;5;DESCRIÇÃO;I020_DESCRIÇÃO;Descrição do campo adicional.;C;-;-;TRUE
1003;5.00;I020;6;TIPO;I020_TIPO;"Indicação do tipo de dado (N: numérico; C: caractere).";C;-;-;TRUE
1004;5.00;I030;1;REG;I030_REG;Texto fixo contendo I030.;C;4;-;TRUE
1005;5.00;I030;2;DNRC_ABERT;I030_DNRC_ABERT;Texto fixo contendo TERMO DE ABERTURA.;C;17;-;TRUE
1006;5.00;I030;3;NUM_ORD;I030_NUM_ORD;Número de ordem do instrumento de escrituração.;N;-;-;TRUE
1007;5.00;I030;4;NAT_LIVR;I030_NAT_LIVR;"Natureza do livro; finalidade a que se destina o instrumento.";C;80;-;TRUE
1008;5.00;I030;5;QTD_LIN;I030_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
1009;5.00;I030;6;NOME;I030_NOME;Nome empresarial.;C;-;-;TRUE
1010;5.00;I030;7;NIRE;I030_NIRE;Número de Identificação do Registro de Empresas da Junta Comercial.;N;11;-;TRUE
1011;5.00;I030;8;CNPJ;I030_CNPJ;Número de inscrição no CNPJ.;N;14;-;TRUE
1012;5.00;I030;9;DT_ARQ;I030_DT_ARQ;Data do arquivamento dos atos constitutivos.;N;8;-;TRUE
1013;5.00;I030;10;DT_ARQ_CONV;I030_DT_ARQ_CONV;Data de arquivamento do ato de conversão de sociedade simples em empresária.;N;8;-;TRUE
1014;5.00;I030;11;DESC_MUN;I030_DESC_MUN;Município.;C;-;-;TRUE
1015;5.00;I030;12;DT_EX_SOCIAL;I030_DT_EX_SOCIAL;Data de encerramento do exercício social.;N;8;-;TRUE
1016;5.00;I050;1;REG;I050_REG;Texto fixo contendo I050.;C;4;-;TRUE
1017;5.00;I050;2;DT_ALT;I050_DT_ALT;Data da inclusão/alteração.;N;8;-;TRUE
1018;5.00;I050;3;COD_NAT;I050_COD_NAT;Código da natureza da conta/grupo de contas, conforme tabela publicada.;C;2;-;TRUE
1019;5.00;I050;4;IND_CTA;I050_IND_CTA;"Indicador do tipo de conta: S - Sintética; A - Analítica.";C;1;-;TRUE
1020;5.00;I050;5;NIVEL;I050_NIVEL;Nível da conta analítica/grupo de contas.;N;-;-;TRUE
1021;5.00;I050;6;COD_CTA;I050_COD_CTA;Código da conta analítica/grupo de contas.;C;-;-;TRUE
1022;5.00;I050;7;COD_CTA_SUP;I050_COD_CTA_SUP;Código da conta sintética/grupo de contas de nível imediatamente superior.;C;-;-;TRUE
1023;5.00;I050;8;CTA;I050_CTA;Nome da conta analítica/grupo de contas.;C;-;-;TRUE
1024;5.00;I051;1;REG;I051_REG;Texto fixo contendo I051.;C;4;-;TRUE
1025;5.00;I051;2;COD_PLAN_REF;I051_COD_PLAN_REF;Código da instituição responsável pela manutenção do plano de contas referencial, conforme tabela publicada pelo Sped.;C;1;-;TRUE
1026;5.00;I051;3;COD_CCUS;I051_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
1027;5.00;I051;4;COD_CTA_REF;I051_COD_CTA_REF;Código da conta de acordo com o plano de contas referencial, conforme tabela publicada pelos órgãos indicados no campo COD_PLAN_REF do registro 0000.;C;-;-;TRUE
1028;5.00;I052;1;REG;I052_REG;Texto fixo contendo I052.;C;4;-;TRUE
1029;5.00;I052;2;COD_CCUS;I052_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
1030;5.00;I052;3;COD_AGL;I052_COD_AGL;Código de aglutinação utilizado nas demonstrações contábeis do bloco J.;C;-;-;TRUE
1031;5.00;I053;1;REG;I053_REG;Texto fixo contendo I053.;C;4;-;TRUE
1032;5.00;I053;2;COD_IDT;I053_COD_IDT;Código de identificação do grupo de conta-subconta(s).;C;6;-;TRUE
1033;5.00;I053;3;COD_CNT_CORR;I053_COD_CNT_CORR;Código da subconta correlata (deve estar no plano de contas e só pode estar relacionada a um único grupo).;C;-;-;TRUE
1034;5.00;I053;4;NAT_SUB_CNT;I053_NAT_SUB_CNT;Natureza da subconta correlata (conforme tabela de natureza da subconta publicada no Sped).;C;2;-;TRUE
1035;5.00;I075;1;REG;I075_REG;Texto fixo contendo I075.;C;4;-;TRUE
1036;5.00;I075;2;COD_HIST;I075_COD_HIST;Código do histórico padronizado.;C;-;-;TRUE
1037;5.00;I075;3;DESCR_HIST;I075_DESCR_HIST;Descrição do histórico padronizado.;C;-;-;TRUE
1038;5.00;I100;1;REG;I100_REG;Texto fixo contendo I100.;C;4;-;TRUE
1039;5.00;I100;2;DT_ALT;I100_DT_ALT;Data da inclusão/alteração.;N;8;-;TRUE
1040;5.00;I100;3;COD_CCUS;I100_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
1041;5.00;I100;4;CCUS;I100_CCUS;Nome do centro de custos.;C;-;-;TRUE
1042;5.00;I150;1;REG;I150_REG;Texto fixo contendo I150.;C;4;-;TRUE
1043;5.00;I150;2;DT_INI;I150_DT_INI;Data de início do período.;N;8;-;TRUE
1044;5.00;I150;3;DT_FIN;I150_DT_FIN;Data de fim do período.;N;8;-;TRUE
1045;5.00;I151;1;REG;I151_REG;Texto fixo contendo I151.;C;4;-;FALSE
1046;5.00;I151;2;ASSIN_DIG;I151_ASSIN_DIG;Hash das fichas de lançamento.;C;-;-;FALSE
1047;5.00;I155;1;REG;I155_REG;Texto fixo contendo I155.;C;4;-;TRUE
1048;5.00;I155;2;COD_CTA;I155_COD_CTA;Código da conta analítica.;C;-;-;TRUE
1049;5.00;I155;3;COD_CCUS;I155_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
1050;5.00;I155;4;VL_SLD_INI;I155_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
1051;5.00;I155;5;IND_DC_INI;I155_IND_DC_INI;Indicador da situação do saldo inicial: D/C;C;1;-;TRUE
1052;5.00;I155;6;VL_DEB;I155_VL_DEB;Valor total dos débitos do período.;N;19;2;TRUE
1053;5.00;I155;7;VL_CRED;I155_VL_CRED;Valor total dos créditos do período.;N;19;2;TRUE
1054;5.00;I155;8;VL_SLD_FIN;I155_VL_SLD_FIN;Valor do saldo final do período.;N;19;2;TRUE
1055;5.00;I155;9;IND_DC_FIN;I155_IND_DC_FIN;Indicador da situação do saldo final: D/C;C;1;-;TRUE
1056;5.00;I155;10;VL_SLD_INI_MF;I155_VL_SLD_INI_MF;Valor do saldo inicial do período em MF.;N;19;2;TRUE
1057;5.00;I155;11;IND_DC_INI_MF;I155_IND_DC_INI_MF;Indicador da situação inicial em MF: D/C;C;1;-;TRUE
1058;5.00;I155;12;VL_DEB_MF;I155_VL_DEB_MF;Valor total dos débitos em MF.;N;19;2;TRUE
1059;5.00;I155;13;VL_CRED_MF;I155_VL_CRED_MF;Valor total dos créditos em MF.;N;19;2;TRUE
1060;5.00;I155;14;VL_SLD_FIN_MF;I155_VL_SLD_FIN_MF;Valor do saldo final do período em MF.;N;19;2;TRUE
1061;5.00;I155;15;IND_DC_FIN_MF;I155_IND_DC_FIN_MF;Indicador da situação final em MF: D/C;C;1;-;TRUE
1062;5.00;I157;1;REG;I157_REG;Texto fixo contendo I157.;C;4;-;TRUE
1063;5.00;I157;2;COD_CTA;I157_COD_CTA;Código da conta analítica do plano de contas anterior.;C;-;-;TRUE
1064;5.00;I157;3;COD_CCUS;I157_COD_CCUS;Código do centro de custos do plano de contas anterior.;C;-;-;TRUE
1065;5.00;I157;4;VL_SLD_INI;I157_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
1066;5.00;I157;5;IND_DC_INI;I157_IND_DC_INI;"Indicador da situação do saldo inicial: D - Devedor; C - Credor.";C;1;-;TRUE
1067;5.00;I157;6;VL_SLD_INI_MF;I157_VL_SLD_INI_MF;Valor do saldo inicial do período em moeda funcional, convertido em reais.;N;19;2;TRUE
1068;5.00;I157;7;IND_DC_INI_MF;I157_IND_DC_INI_MF;Indicador da situação do saldo inicial em moeda funcional: D ou C.;C;1;-;TRUE
1069;5.00;I200;1;REG;I200_REG;Texto fixo contendo I200.;C;4;-;TRUE
1070;5.00;I200;2;NUM_LCTO;I200_NUM_LCTO;Número ou Código de identificação único do lançamento contábil.;C;-;-;TRUE
1071;5.00;I200;3;DT_LCTO;I200_DT_LCTO;Data do lançamento.;N;8;-;TRUE
1072;5.00;I200;4;VL_LCTO;I200_VL_LCTO;Valor do lançamento.;N;19;2;TRUE
1073;5.00;I200;5;IND_LCTO;I200_IND_LCTO;"Indicador do tipo de lançamento: N – Lançamento normal; E – Lançamento de encerramento de contas de resultado.";C;1;-;TRUE
1074;5.00;I200;6;DT_LCTO_EXT;I200_DT_LCTO_EXT;Data de ocorrência dos fatos objeto do lançamento extemporâneo.;N;8;-;TRUE
1075;5.00;I200;7;VL_LCTO_MF;I200_VL_LCTO_MF;Valor do lançamento em moeda funcional, convertido para reais.;N;19;2;TRUE
1076;5.00;I250;1;REG;I250_REG;Texto fixo contendo I250.;C;4;-;TRUE
1077;5.00;I250;2;COD_CTA;I250_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
1078;5.00;I250;3;COD_CCUS;I250_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
1079;5.00;I250;4;VL_DC;I250_VL_DC;Valor da partida.;N;19;2;TRUE
1080;5.00;I250;5;IND_DC;I250_IND_DC;"Indicador da natureza da partida:D - Débito;C - Crédito.";C;1;-;TRUE
1081;5.00;I250;6;NUM_ARQ;I250_NUM_ARQ;Número, código ou caminho de localização dos documentos arquivados.;C;-;-;TRUE
1082;5.00;I250;7;COD_HIST_PAD;I250_COD_HIST_PAD;Código do histórico padronizado, conforme tabela I075.;C;-;-;TRUE
1083;5.00;I250;8;HIST;I250_HIST;Histórico completo da partida ou histórico complementar.;C;65535;-;TRUE
1084;5.00;I250;9;COD_PART;I250_COD_PART;Código de identificação do participante na partida conforme tabela 0150 (preencher somente se identificado no registro 0180).;C;-;-;TRUE
1085;5.00;I250;10;VL_DC_MF;I250_VL_DC_MF;Valor da partida em moeda funcional, convertido para reais.;N;19;2;TRUE
1086;5.00;I250;11;IND_DC_MF;I250_IND_DC_MF;"Indicador da natureza da partida em moeda funcional:D - Débito;C - Crédito.";C;1;-;TRUE
1087;5.00;I300;1;REG;I300_REG;Texto fixo contendo I300.;C;4;-;TRUE
1088;5.00;I300;2;DT_BCTE;I300_DT_BCTE;Data do balancete.;N;8;-;TRUE
1089;5.00;I310;1;REG;I310_REG;Texto fixo contendo I310.;C;4;-;TRUE
1090;5.00;I310;2;COD_CTA;I310_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
1091;5.00;I310;3;COD_CCUS;I310_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
1092;5.00;I310;4;VAL_DEBD;I310_VAL_DEBD;Total dos débitos do dia.;N;19;2;TRUE
1093;5.00;I310;5;VAL_CREDD;I310_VAL_CREDD;Total dos créditos do dia.;N;19;2;TRUE
1094;5.00;I310;6;VAL_DEB_MF;I310_VAL_DEB_MF;Total dos débitos do dia em moeda funcional, convertido para reais.;N;19;2;TRUE
1095;5.00;I310;7;VAL_CRED_MF;I310_VAL_CRED_MF;Total dos créditos do dia em moeda funcional, convertido para reais.;N;19;2;TRUE
1096;5.00;I350;1;REG;I350_REG;Texto fixo contendo I350.;C;4;-;TRUE
1097;5.00;I350;2;DT_RES;I350_DT_RES;Data da apuração do resultado.;N;8;-;TRUE
1098;5.00;I355;1;REG;I355_REG;Texto fixo contendo I355.;C;4;-;TRUE
1099;5.00;I355;2;COD_CTA;I355_COD_CTA;Código da conta analítica de resultado.;C;-;-;TRUE
1100;5.00;I355;3;COD_CCUS;I355_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
1101;5.00;I355;4;VL_CTA;I355_VL_CTA;Valor do saldo final antes do lançamento de encerramento.;N;19;2;TRUE
1102;5.00;I355;5;IND_DC;I355_IND_DC;"Indicador da situação do saldo final: D - Devedor; C - Credor.";C;1;-;TRUE
1103;5.00;I355;6;VL_CTA_MF;I355_VL_CTA_MF;Valor do saldo final antes do lançamento de encerramento em moeda funcional.;N;19;2;TRUE
1104;5.00;I355;7;IND_DC_MF;I355_IND_DC_MF;"Indicador da situação do saldo final em moeda funcional: D - Devedor; C - Credor.";C;1;-;TRUE
1105;5.00;I500;1;REG;I500_REG;Texto fixo contendo I500.;C;4;-;TRUE
1106;5.00;I500;2;TAM_FONTE;I500_TAM_FONTE;Tamanho da fonte.;N;2;-;TRUE
1107;5.00;I510;1;REG;I510_REG;Texto fixo contendo I510.;C;4;-;TRUE
1108;5.00;I510;2;NM_CAMPO;I510_NM_CAMPO;Nome do campo, sem espaços em branco ou caractere especial.;C;16;-;TRUE
1109;5.00;I510;3;DESC_CAMPO;I510_DESC_CAMPO;Descrição do campo (utilizada na visualização do Livro Auxiliar);C;50;-;TRUE
